,headline,source,topic,Y,Yhat (GPT4o),confidence
1201,'The Time is Now': UK protesters urge climate action,aljazeera,climate,real,real,0.9
1202,Youth Must Focus This Election on Climate Change  and Push Dems to Confront It,truthout,climate,misinfo,real,0.85
1203,Perspective | I'm a black climate expert. Racism derails our efforts to save the planet.,washingtonpost,climate,real,real,0.9
1204,Ruth Mari Calderon from the Academy John Maxwell in Bolivia shares information on the unknown cures for COVID-19.,Facebook,covid,misinfo,misinfo,0.7
1205,"The real cause of death is not pneumonia, but thrombosis. The virus is not a problem.",Whatsapp,covid,misinfo,misinfo,0.85
1206,"Delingpole: Obama Dragged U.S. into Paris Climate Accord Illegally, Claims Lawsuit",breitbart,climate,misinfo,real,0.8
1207,Peter Melchett environmental campaigner dies at 71,theguardianuk,climate,real,real,0.9
1208,What Workers and Employers Can Do to Manage Workplace Fatigue during COVID-19,cdc.gov,covid,real,real,0.9
1209,New evidence emerges to show that climate change is a criminal science fraud ring run by corrupt pseudoscience puppets,naturalnews,climate,misinfo,misinfo,0.85
1210,Nine simple ways to revamp your workspace for a healthier environment,theguardianuk,climate,real,real,0.9
1211,Urgent greenhouse gas removal plan could see UK hit net zero target report,theguardianuk,climate,real,real,0.85
1212,"When Loved One Is in ICU, Spouse Sees Health Risks",webmd.com,covid,real,real,0.9
1213,"Blood Thinners, Blood Pressure Meds May Improve COVID-19 Survival Rate",healthline.com,covid,real,real,0.85
1214,Nature on the brink: Global warming threatens arctic cod fishery,aljazeera,climate,real,real,0.9
1215,"The mayor of Pereira hit the number of active cases of COVID-19 on May 24, but its comparison with previous dates is not accurate.",Twitter,covid,misinfo,real,0.7
1216,US climate change report warns of severe damage to health economy,france24,climate,real,real,0.9
1217,Climate change? Russian meteorologist says 2019 may turn out as warmest year on record,tass,climate,real,real,0.9
1218,Trial Drug Can Significantly Block Early Stages of COVID-19 in Engineered Human Tissues,sciencedaily.com,covid,real,real,0.85
1219,A list of alleged remedies to treat coronavirus.,Facebook,covid,misinfo,misinfo,0.7
1220,Alexandria Ocasio-Cortez to co-chair Biden campaign climate task force,cnn,climate,misinfo,real,0.9
1221,Youth Strike: Can Climate Movement Shake Politics Loose?,realclearpolitics,climate,real,real,0.85
1222,"Cory Booker unveils $3 trillion climate change plan, creating 'Environmental Justice Fund'",truepundit,climate,misinfo,real,0.9
1223,Climate change boosted Australia bushfire risk by at least 30%,bbc,climate,real,real,0.9
1224,Influenza Vaccination May Provide Roadmap to Prevent COVID-19 in CV Disease Patients,sciencedaily.com,covid,real,real,0.8
1225,"Raissa Soares, a doctor in Bahia, was fired from a state hospital under orders from Rui Costa, Bahia's state governor. She was dismissed becaused she favoured the use of hydroxychloroquine against COVID-19.",Facebook,covid,misinfo,misinfo,0.7
1226,Analysis | The Energy 202: The four biggest differences between the Biden and Sanders climate plans,washingtonpost,climate,real,real,0.9
1227,Air travel is a huge contributor to climate change. A new global movement wants you to be ashamed to fly.,vox,climate,real,real,0.9
1228,Saline solutions can kill the new coronavirus.,Many social media platforms,covid,misinfo,misinfo,0.9
1229,ID2020 is a criminal experiment. Elon Musk is responsible for making everyone wearing masks. The coronavirus was drawn in the computer program.,Facebook and YouTube,covid,misinfo,misinfo,0.9
1230,7 kids died in Senegal right after receiving the vaccine for the coronavirus.,Many social media platforms,covid,misinfo,misinfo,0.7
1231,Researchers call out lack of diversity in COVID-19 clinical trials,medicalnewstoday.com,covid,real,real,0.95
1232,"'Make climate change personal in your life', Mary Robinson urges",theirishtimes,climate,real,real,0.9
1233,"Joo Doria, governor of So Paulo, caught COVID-19 while isolated. He also took a Chinese vaccine that is being tested in Brazil",Facebook,covid,misinfo,real,0.8
1234,Environmentalists fear increase in plastic pollution amid coronavirus pandemic,cbsnews,climate,real,real,0.9
1235,The Latest: Students criticize GOP over climate walkout,thetorontostar,climate,real,real,0.9
1236,"IDH Hospital, the main center in Sri Lanka for treating COVID-19 patients, is in shortage of number of essentials.","Facebook, WhatsApp",covid,misinfo,real,0.85
1237,CNN's Bill Weir lashes out at 'sh*tty' report of his claim coronavirus helped humanity with 'global warming',climatedepot,climate,misinfo,real,0.8
1238,"Peace, solitude and environmental smugness: a love letter to train travel",theguardianuk,climate,real,real,0.9
1239,America continues to lead in cutting greenhouse gas emissions,hotair,climate,real,real,0.7
1240,MSNBC Guest Says Death Toll From Climate Change Would Be Like '25 Holocausts',truepundit,climate,misinfo,real,0.7
1241,Thailand is successfully curing coronavirus patients with marijuana.,Website,covid,misinfo,misinfo,0.85
1242,Facebook punishes groups for questioning human impact on climate change,naturalnews,climate,misinfo,real,0.9
1243,"Implementing climate change agreement would boost jobs, EU report finds",theirishtimes,climate,real,real,0.85
1244,Do Eyeglasses Offer Protection Against COVID-19?,webmd.com,covid,real,real,0.9
1245,Thousands of Irish students to join global climate change protest,theirishtimes,climate,real,real,0.9
1246,Climate Activists Stage Protest at Oilfield in Southern England,usnews,climate,real,real,0.85
1247,COVID-19 is cured by gargling hot bicarbonate.,Facebook,covid,misinfo,misinfo,0.9
1248,CDC Requests Plans for COVID-19 Vaccine Distribution,webmd.com,covid,real,real,0.9
1249,Opinion: Let's talk about the climate apocalypse,cnn,climate,misinfo,real,0.9
1250,Citizens' assembly ready to help Macron set French climate policies,theguardianuk,climate,real,real,0.85
1251,SARS Lessons for COVID-19 Vaccine Design,sciencedaily.com,covid,real,real,0.9
1252,"Here we go again: 'World has six months to avert climate crisis,' claims International Energy Agency chief  Fears lockdown emission 'rebound'",climatedepot,climate,misinfo,real,0.85
1253,The Health and Environmental Dangers of 5G Technology. A Lethal Multi-Trillion Dollar Operation,globalresearch,climate,misinfo,misinfo,0.7
1254,COVID-19 is a bacterium that is easily treated with aspirin or a coagulant.,Facebook post,covid,misinfo,misinfo,0.9
1255,Bernie Sanders Slams Democrats 'Afraid Of Big Ideas' On Climate Change,thehuffingtonpost,climate,real,real,0.85
1256,Nightingales at risk due to shorter wings caused by climate crisis,theguardianuk,climate,real,real,0.85
1257,Trump signs order removing environmental review of major projects,thehill,climate,real,real,0.9
1258,CDC Releases Indicators for Dynamic School Decision-Making,cdc.gov,covid,real,real,0.9
1259,Nobel science laureates stress urgency of addressing climate,theseattletimes,climate,real,real,0.9
1260,Climate change largely missing from campaign as fires rage,charlotteobserver,climate,real,real,0.85
1261,Nurse Shares Sweet Story After Front-Line Shift,webmd.com,covid,real,real,0.9
1262,Madagascar has overcome the new coronavirus.,Facebook,covid,misinfo,misinfo,0.7
1263,Holidays Can Be a Fright for Kids With Food Allergies,webmd.com,covid,real,real,0.9
1264,Gov. Jay Inslee on Climate Change: 'Farmers are Getting Killed by the Donald Trump Administration',cnsnews,climate,misinfo,real,0.8
1265,Blow for Frances Macron as star environment minister quits,aljazeera,climate,real,real,0.85
1266,"U.N. Chief Warns ""Point of No Return"" on Climate Change ""Is in Sight""",slate,climate,real,real,0.9
1267,New Zealand to ban new offshore oil drilling over climate change,bbc,climate,real,real,0.9
1268,Interim Guidance for Businesses and Employers Responding to Coronavirus Disease 2019 (COVID-19) May 2020,cdc.gov,covid,real,real,0.95
1269,Climate change: Longest talks end with compromise deal,bbc,climate,real,real,0.9
1270,"A picture claiming that hairdressers' products (e.g. shampoo, hair dryer) can ""eliminate coronavirus"".",Facebook,covid,misinfo,misinfo,0.9
1271,"France decreted an embargo on medecine supplies for Senegal, after President Macky Sall showed his interested for Covid-organics Malagasy drink.",Social media,covid,misinfo,misinfo,0.85
1272,Deaths from breathing failure and pneumonia are registered as COVID-19,Facebook posts,covid,misinfo,misinfo,0.7
1273,Guterres World must prevent runaway climate change by 2020,aljazeera,climate,real,real,0.8
1274,Middle Ground'? Conservatives Wary Of Biden's Hiring Of Former Obama Climate Change Advisers,truepundit,climate,misinfo,real,0.85
1275,"Italian people are throwing their money, now useless because of COVID-19, in the street.",Many social media platforms,covid,misinfo,misinfo,0.85
1276,"Even in Death, Black Bodies Face Environmental Racism",truthout,climate,misinfo,real,0.85
1277,Flashback: Fmr. UN climate head predicted COVID lockdowns?!: 'The only way a 2015 agreement can achieve a 2-degree goal is to shut down the whole global economy',climatedepot,climate,misinfo,misinfo,0.8
1278,"Amid urgent climate warnings, EPA gives coal a reprieve",thetorontostar,climate,real,real,0.85
1279,Teenager Thunberg Angrily Tells U.N. Climate Summit 'You Have Stolen My Dreams' (VIDEO),truepundit,climate,misinfo,real,0.9
1280,The Drilldown: Trudeau says 'clear leadership' needed on climate change,ipolitics,climate,real,real,0.9
1281,"The Covid-19 protocol at vora Maternity, in Portugal, consists of ""covering the patient's head with a bag"".",Facebook,covid,misinfo,misinfo,0.85
1282,"""End in sight, but flare-ups likely in the Ebola outbreak in the Democratic Republic of the Congo""",who.int,covid,real,real,0.9
1283,"Warmist claim: 'Climate change, COVID19 and race are inter-related' When 'pandemics or climate crisesencounter racist systems, they produce racist results'",climatedepot,climate,misinfo,misinfo,0.7
1284,COP26 is an opportunity for the UK to show climate leadership  and we are failing miserably,theindependent,climate,misinfo,real,0.85
1285,Democratic candidates focus on climate change in town halls,thetorontostar,climate,real,real,0.9
1286,Sloth bear seen in a house garden in Sri Lanka during the COVID-19 lockdown.,Twitter,covid,misinfo,real,0.85
1287,"Due To Climate Change, The Next American Dust Bowl Could Be Coming",nationalinterest,climate,real,real,0.85
1288,Tiny indigenous land highlights Brazil's environmental woes,charlotteobserver,climate,real,real,0.85
1289,"U.S.-Denmark Relations Are Now in the Hands of a Conspiracy-Loving, Climate-Denying Ex-Actress",thedailybeast,climate,real,misinfo,0.7
1290,Human beings are injected with monkey and pig genes with vaccines,Facebook,covid,misinfo,misinfo,0.9
1291,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,Facebook posts,covid,misinfo,misinfo,0.9
1292,Greta Thunberg: What does the teenage climate change activist want?,bbc,climate,real,real,0.9
1293,Bars as Risky as Jails for Potential Spread of COVID-19,healthline.com,covid,real,real,0.9
1294,"Every day in Germany more people die because of wrong medical treatment, misuse of drugs or hospital germs than of Covid-19",Facebook,covid,misinfo,misinfo,0.7
1295,Fauci: Pre-Labor Day Numbers 'Unacceptably High',webmd.com,covid,real,real,0.85
1296,"Australian summers a month longer and winters shorter as climate crisis hits, study finds",theindependent,climate,misinfo,real,0.9
1297,There is now a COVID-19 cure from the USA.,Facebook,covid,misinfo,misinfo,0.9
1298,Ultrapotent Antibody Mix Blocks COVID-19 Virus Attachment,sciencedaily.com,covid,real,real,0.8
1299,American radio host spreads misinformation about number of deaths and infected with coronavirus; rumors get to Brazil.,Facebook,covid,misinfo,real,0.9
1300,"A Cheaper, Faster COVID-19 Test",sciencedaily.com,covid,real,real,0.9
1301,Fauci Not Surprised Trump Got COVID-19,webmd.com,covid,real,real,0.9
1302,"The new coronavirus vaccine has ""digitizable RNA"" that is ""activated by 5G"" and can reactivate the virus.",Facebook,covid,misinfo,misinfo,0.95
1303,From 'hoax' to 'serious:' Why one former aide thinks Trump shifted on climate change,charlotteobserver,climate,real,real,0.9
1304,Man collapses and dies on the road due to the novel coronavirus.,Facebook,covid,misinfo,real,0.9
1305,Good oral hygiene destroys the coronavirus and prevents its spread,Facebook,covid,misinfo,misinfo,0.85
1306,59 Kenyans killed after drinking Dettol to prevent COVID-19.,Facebook post,covid,misinfo,misinfo,0.9
1307,"New Zealand PM Ardern Vows to Phase Out Coal-Fired Boilers, Cut Emissions in Climate Push",usnews,climate,real,real,0.9
1308,The Truth About the Climate of Rage and Hate,realclearpolitics,climate,real,misinfo,0.6
1309,Schools Respond to Positive COVID-19 Cases,webmd.com,covid,real,real,0.9
1310,"The US Federal Bureau of Investigation (FBI) has arrested a Boston University professor over links to the University of China and Wuhan Research Laboratory. This fact proves that the virus was artificially created by the Chinese government and is part of a biological attack, which is also confirmed by a US investigation. The arrested professor in his confession states that the coronavirus can be cured by inhalation.",Facebook,covid,misinfo,misinfo,0.9
