,phrase,Y,Yhat (GPT4o),confidence
1303,ingeniously constructed,0.83333,0.8,0.7999999999999999
1304,( director Phillip ),0.5,0.5,0.8
1305,Ryan .,0.5,0.5,0.8
1306,treading the line between sappy and sanguine,0.59722,0.5,0.8
1307,causes of anti-Semitism ever seen on screen,0.43056,0.2,0.8
1308,Translation : `,0.5,0.5,0.8
1309,stuck in a dark pit having a nightmare about bad cinema,0.11111,0.1,0.8
1310,"The farcical elements seemed too pat and familiar to hold my interest , yet",0.43056,0.3,0.8
1311,need more X and less blab .,0.38889,0.4,0.8
1312,"It 's so bad it 's good , but only if you slide in on a freebie",0.36111,0.4,0.8
1313,tolerate the redneck-versus-blueblood cliches that the film trades in,0.36111,0.3,0.8
1314,lies with Kissinger . Should be required viewing for civics classes and would-be public servants alike .,0.66667,0.7,0.7999999999999999
1315,"terrible , banal dialogue ; convenient , hole-ridden plotting ;",0.125,0.1,0.8
1316,too \/ You both look and sound great .,0.81944,0.8,0.7999999999999999
1317,one of the great films about movie love,0.86111,0.8,0.7999999999999999
1318,it 's the equal of some of its predecessors,0.66667,0.5,0.8
1319,the stage show,0.5,0.5,0.8
1320,gifted Korean American stand-up,0.65278,0.7,0.7999999999999999
1321,Connoisseurs,0.51389,0.5,0.8
1322,one surefire way,0.56944,0.5,0.8
1323,Godfrey,0.5,0.5,0.8
1324,it is a good and ambitious film .,0.84722,0.8,0.7999999999999999
1325,any kind of masterpiece,0.59722,0.8,0.7999999999999999
1326,"It 's getting harder and harder to ignore the fact that Hollywood is n't laughing with us , folks . It 's laughing at us .",0.22222,0.2,0.8
1327,looking for residuals as this officially completes a Good Will Hunting trilogy that was never planned,0.58333,0.5,0.8
1328,the martial arts master,0.58333,0.5,0.8
1329,should be most in the mind of the killer,0.59722,0.2,0.8
1330,muito de,0.5,0.5,0.8
1331,and some unbelievably hilarious moments,0.83333,0.8,0.7999999999999999
1332,has some quietly moving moments and an intelligent subtlety,0.72222,0.8,0.7999999999999999
1333,"There 's an audience for it , but it could have been funnier and more innocent",0.34722,0.4,0.8
1334,Even the digressions,0.44444,0.4,0.8
1335,by Alan Taylor,0.5,0.5,0.8
1336,"to the actress , and to her inventive director",0.66667,0.7,0.7999999999999999
1337,"While the film misfires at every level , the biggest downside is the paucity of laughter in what 's supposed to be a comedy .",0.15278,0.2,0.8
1338,an original idea,0.73611,0.7,0.7999999999999999
1339,delicate forcefulness,0.56944,0.5,0.8
1340,'s that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other,0.44444,0.2,0.8
1341,of the camera,0.5,0.5,0.8
1342,a crowdpleaser as,0.81944,0.7,0.7999999999999999
1343,"Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension",0.5,0.2,0.8
1344,a sardonic,0.5,0.3,0.8
1345,it is more than merely a Holocaust movie,0.68056,0.5,0.8
1346,'s so good that you can practically see the Hollywood ` suits ' trying to put together the cast and filmmaking team for the all-too - inevitable American remake,0.81944,0.4,0.8
1347,A TV style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ),0.22222,0.4,0.8
1348,"will probably be in wedgie heaven . Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning",0.27778,0.2,0.8
1349,"take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",0.36111,0.2,0.8
1350,About one,0.51389,0.5,0.8
1351,closed-door,0.5,0.4,0.8
1352,It 's slow,0.40278,0.2,0.8
1353,the U.S.,0.61111,0.5,0.8
1354,actores,0.5,0.5,0.8
1355,exploitative for the art houses and too cynical,0.34722,0.2,0.8
1356,more poignant by the incessant use of cell phones,0.5,0.3,0.8
1357,"Let 's see , a haunted house , a haunted ship , what 's next ... Ghost Blimp",0.27778,0.4,0.8
1358,bear,0.5,0.5,0.6000000000000001
1359,Wladyslaw Szpilman,0.5,0.5,0.8
1360,punctuated by bursts of animator Todd McFarlane 's superhero dystopia,0.47222,0.3,0.8
1361,Claus,0.5,0.5,0.8
1362,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot . Had anyone here done anything remotely intelligent,0.38889,0.2,0.8
1363,lead actor phones,0.44444,0.4499999999999999,0.7
1364,celebrity athletes,0.5,0.5,0.8
1365,Film overboard,0.40278,0.3,0.8
1366,Brown Sugar turns out to be a sweet and enjoyable fantasy,0.79167,0.8,0.7999999999999999
1367,artistic,0.79167,0.7,0.7999999999999999
1368,defines its music,0.625,0.5,0.8
1369,'' Safe Conduct '',0.5,0.5,0.8
1370,Boris von Sychowski,0.5,0.5,0.8
1371,"digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars",0.81944,0.7,0.7999999999999999
1372,"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",0.69444,0.7,0.7999999999999999
1373,ca n't go wrong .,0.80556,0.8,0.7999999999999999
1374,you have the patience for it,0.38889,0.7,0.7999999999999999
1375,hope and euphoria,0.59722,0.8500000000000001,0.9
1376,must have a very strong back,0.45833,0.4,0.8
1377,'ll feel as the credits roll is your stomach grumbling for some tasty grub,0.38889,0.4,0.8
1378,"More romantic , more emotional and ultimately more satisfying than the teary-eyed original",0.80556,0.8,0.7999999999999999
1379,applied,0.5,0.5,0.8
1380,much different,0.5,0.5,0.8
1381,did n't care as much for the story .,0.26389,0.2,0.8
1382,a perfectly entertaining summer diversion,0.73611,0.8,0.7999999999999999
1383,smack of a film school undergrad,0.23611,0.3,0.8
1384,can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,0.29167,0.2,0.8
1385,topic,0.61111,0.5,0.8
1386,do n't worry,0.51389,0.7,0.7999999999999999
1387,( Quills ) did by showing them,0.5,0.4,0.8
1388,An infuriating film .,0.13889,0.1,0.8
1389,quibble,0.47222,0.4,0.8
1390,An ugly-duckling tale so hideously and clumsily,0.31944,0.2,0.8
1391,"delivers a powerful commentary on how governments lie ,",0.68056,0.4,0.8
1392,the unmentionable,0.33333,0.3,0.8
1393,Marquis de Sade set,0.5,0.3,0.8
1394,moving film that respects its audience and its source material .,0.75,0.8,0.7999999999999999
1395,The isolated moments,0.5,0.4,0.8
1396,single man 's,0.5,0.4,0.8
1397,"touching , smart and complicated",0.84722,0.7,0.7999999999999999
1398,keep 80 minutes from seeming like 800,0.66667,0.4,0.8
1399,of the theater,0.65278,0.5,0.8
1400,"Once again , director Jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .",0.75,0.8,0.7999999999999999
1401,admit I walked out of Runteldat,0.055556,0.3,0.8
1402,reviewers,0.66667,0.5,0.8
1403,the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,0.38889,0.3,0.8
1404,"deserve to hear the full story of Jonah 's despair -- in all its agonizing , Catch-22 glory -- even if they spend years trying to comprehend it .",0.34722,0.3,0.8
1405,Side humor,0.56944,0.5,0.8
1406,with absurdly inappropriate ` comedy ' scenes,0.33333,0.2,0.8
1407,Old Block,0.5,0.5,0.6000000000000001
1408,both sides of the ever-escalating conflict,0.44444,0.3,0.8
1409,waste viewers ' time,0.16667,0.1,0.8
1410,will find plenty to shake and shiver about in ` The Ring,0.63889,0.3,0.8
1411,", para mim , a existência de Papai Noel",0.5,0.5,0.8
1412,it does so with such an uneven tone that you never know when humor ends and tragedy begins,0.5,0.2,0.8
1413,", it 's still a guilty pleasure to watch .",0.66667,0.7,0.7999999999999999
1414,what has become of us all in the era of video,0.54167,0.3,0.8
1415,welcome relief,0.61111,0.8,0.7999999999999999
1416,the stunning star,0.88889,0.8,0.7999999999999999
1417,with ghost imagery that shows just enough to keep us on our toes,0.76389,0.7,0.7999999999999999
1418,"seems just a long , convoluted ploy to get men into drag -- period drag , no less",0.23611,0.2,0.8
1419,"compassion , good-natured",0.76389,0.8,0.7999999999999999
1420,clever,0.80556,0.7,0.7999999999999999
1421,"While not as aggressively impressive as its American counterpart , '' In the Bedroom , '' Moretti 's film makes its own , quieter observations",0.69444,0.5,0.8
1422,of which they 'll get plenty,0.5,0.5,0.8
1423,to be mesmerised,0.72222,0.8,0.7999999999999999
1424,treat the little yard apes to the real deal,0.56944,0.3,0.8
1425,makes its message resonate,0.72222,0.7,0.7999999999999999
1426,"things that elevate '' Glory '' above most of its ilk ,",0.72222,0.7,0.7999999999999999
1427,a pretty good overall picture of the situation,0.76389,0.7,0.7999999999999999
1428,its old-hat set-up and predictable plot,0.38889,0.2,0.8
1429,'s a wonder,0.5,0.7,0.7999999999999999
1430,this smart-aleck movie ...,0.45833,0.3,0.8
1431,so trite,0.30556,0.2,0.8
1432,keep it up,0.83333,0.8,0.7999999999999999
1433,Vincent R . Nebrida,0.5,0.5,0.8
1434,that simply does n't,0.43056,0.2,0.8
1435,couple 's,0.55556,0.5,0.8
1436,so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks,0.11111,0.2,0.8
1437,the story 's going,0.47222,0.5,0.8
1438,but it 's done with a lot of careful period attention as well as some very welcome wit .,0.81944,0.7,0.7999999999999999
1439,the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,0.88889,0.5,0.8
1440,in the breathtakingly beautiful outer-space documentary Space Station 3D,0.79167,0.8500000000000001,0.9
1441,"rekindles the muckraking , soul-searching spirit of the ` Are we a sick society ?",0.48611,0.3,0.8
1442,"As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .",0.77778,0.4,0.8
1443,"the thing about guys like evans is this : you 're never quite sure where self-promotion ends and the truth begins . but as you watch the movie , you 're too interested to care",0.70833,0.7,0.7999999999999999
1444,Significantly better than its 2002 children 's - movie competition,0.70833,0.8,0.7999999999999999
1445,cumulative effect,0.51389,0.5,0.8
1446,build in the mind of the viewer and,0.54167,0.4,0.8
1447,"Jason X has cheesy effects and a hoary plot , but",0.34722,0.3,0.8
1448,a jazzman,0.5,0.5,0.8
1449,"The weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough .",0.75,0.7,0.7999999999999999
1450,by the power and grace of one of the greatest natural sportsmen of modern times,0.77778,0.8,0.7999999999999999
1451,a Michael Jackson sort of way,0.55556,0.5,0.8
1452,young women of any size receive,0.66667,0.5,0.8
1453,Antwone Fisher '' is an earnest,0.61111,0.7,0.7999999999999999
1454,you giddy,0.54167,0.8,0.7999999999999999
1455,"crass , then gasp for gas , verbal deportment",0.36111,0.2,0.8
1456,intimate and the dialogue is realistic and greatly moving .,0.88889,0.8,0.7999999999999999
1457,"quiet endurance , of common concern ,",0.61111,0.4,0.8
1458,"gran drama , tampoco es tan superficial como muchas",0.5,0.4,0.8
1459,a choice,0.56944,0.5,0.8
1460,hooting it 's praises,0.69444,0.7,0.7999999999999999
1461,"of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone",0.33333,0.3,0.8
1462,"embrace small , sweet ` Evelyn",0.70833,0.7,0.7999999999999999
1463,American teen comedies,0.59722,0.55,0.7000000000000001
1464,ponderously mope around trying to strike lightning,0.375,0.2,0.8
1465,a father who returns to his son 's home after decades away,0.59722,0.4499999999999999,0.7
1466,main event,0.5,0.5,0.8
1467,has more than enough charm to make it memorable .,0.77778,0.8,0.7999999999999999
1468,a pretentious and ultimately empty examination of a sick and evil woman,0.20833,0.1,0.8
1469,that disconnects every 10 seconds,0.29167,0.1,0.8
1470,a setup so easy,0.44444,0.8,0.7999999999999999
1471,spiteful,0.26389,0.1,0.8
1472,crap like this,0.18056,0.1,0.8
1473,Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .,0.66667,0.5,0.8
1474,interpersonal,0.51389,0.5,0.8
1475,false,0.38889,0.3,0.8
1476,megaplex,0.54167,0.5,0.8
1477,Definitely funny stuff,0.84722,0.8,0.7999999999999999
1478,"Tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",0.63889,0.8,0.7999999999999999
1479,"An ugly , revolting movie",0.055556,0.1,0.8
1480,to find a ` literary ' filmmaking style to match his subject,0.52778,0.5,0.8
1481,laughed that hard in years,0.94444,0.8,0.7999999999999999
1482,than mid-range Steven Seagal,0.44444,0.3,0.8
1483,has shown poor judgment in planning to marry Ben Affleck,0.30556,0.2,0.8
1484,Caruso 's self-conscious debut is also eminently forgettable .,0.19444,0.2,0.8
1485,"loved the people onscreen , even though I could not stand them",0.68056,0.5,0.8
1486,Sorvino 's,0.5,0.5,0.8
1487,"John Pogue ,",0.5,0.5,0.8
1488,charm -- especially Allodi and Nolden --,0.69444,0.7,0.7999999999999999
1489,a ride,0.52778,0.5,0.8
1490,be the best way to cut your teeth in the film industry,0.54167,0.8,0.7999999999999999
1491,Mark Pellington 's latest pop thriller,0.55556,0.5,0.8
1492,not all that good,0.25,0.3,0.8
1493,'s ever done,0.59722,0.4,0.8
1494,vessel,0.54167,0.5,0.8
1495,optic nerves,0.5,0.5,0.8
1496,I 'm not generally a fan of vegetables but this batch is pretty cute .,0.45833,0.5,0.8
1497,to offend and put off everyone,0.20833,0.1,0.8
1498,happily along for the ride,0.88889,0.8,0.7999999999999999
1499,earlier copycat Under Siege,0.30556,0.3,0.8
1500,predominantly charitable it can only be seen as propaganda,0.36111,0.2,0.8
1501,completely spooky,0.43056,0.3,0.8
1502,surfing,0.5,0.7,0.7999999999999999
1503,a genre movie that,0.48611,0.5,0.8
1504,the bottom,0.5,0.3,0.8
1505,"to be frightening , too stolid to be funny",0.36111,0.2,0.8
1506,seen everywhere,0.55556,0.5,0.8
1507,"plan at scripting , shooting or post-production stages .",0.54167,0.3,0.8
1508,an object,0.5,0.5,0.8
1509,few movies,0.51389,0.4,0.8
1510,usually,0.5,0.5,0.8
1511,old-fashioned and fuddy-duddy,0.36111,0.3,0.8
1512,may be a unique sport,0.51389,0.5,0.8
1513,the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,0.75,0.7,0.7999999999999999
1514,"touching , raucously amusing , uncomfortable , and",0.75,0.4,0.8
1515,have failed,0.34722,0.1,0.8
1516,most teenagers,0.5,0.5,0.8
1517,a responsive chord,0.59722,0.5,0.8
1518,by sumptuous ocean visuals and the cinematic stylings of director John Stockwell,0.59722,0.7,0.7999999999999999
1519,this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed,0.36111,0.3,0.8
1520,hope can breed a certain kind of madness -- and strength,0.51389,0.5,0.8
1521,"intimate , unguarded moments",0.63889,0.7,0.7999999999999999
1522,"There 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",0.20833,0.2,0.8
1523,director Fisher Stevens,0.55556,0.5,0.8
1524,"by the shallow , selfish , greedy characters",0.34722,0.1,0.8
1525,sole reason,0.5,0.4,0.8
1526,As inept,0.33333,0.1,0.8
1527,good reason,0.63889,0.7,0.7999999999999999
1528,it is for Angelique,0.56944,0.5,0.8
